miR,avg_PRI
hsa-mir-1307-5p_+_1,32.95683167
hsa-mir-3158-1-3p,0
hsa-mir-937_-_3,3.002333988
hsa-let-7a-1-3p,155.4326813
hsa-mir-27b-3p,64718.34012
hsa-mir-193b-5p_-_1,21.17294813
hsa-mir-194-1-5p,11481.13464
hsa-let-7a-3-3p_+_1,3.7042454
hsa-mir-99b-5p_+_2,14.22620813
hsa-mir-103a-1-3p_+_1,190.1065326
hsa-mir-103a-1-3p_+_3,1.239827451
hsa-mir-103a-1-3p_+_2,92.51569062
hsa-mir-103a-1-3p_+_6,0
hsa-mir-423-3p_-_1,2817.076681
hsa-mir-1275_-_2,9.942883847
hsa-mir-660-5p_-_1,2.107706667
hsa-mir-627,34.56665244
hsa-mir-455-3p_-_3,9.661309287
hsa-mir-199a-1-5p,2655.429149
hsa-mir-766-3p_+_1,3.277047583
hsa-mir-326_+_1,19.42287866
hsa-mir-323a-3p,123.8391481
hsa-mir-204-5p,228.9884801
hsa-mir-4443_-_1,4.591849814
hsa-mir-550a-1-3p,8.451281667
hsa-mir-125a-5p,11928.07388
hsa-mir-501-5p_+_1,1.501980142
hsa-mir-378a-3p_+_1,781.5081308
hsa-mir-378a-3p_+_2,22.69769267
hsa-mir-125b-1-3p_-_3,0
hsa-mir-23a-3p,7132.61261
hsa-mir-432-5p_+_1,7.953212114
hsa-mir-374b-5p,951.0167684
hsa-mir-548d-1-5p,0
hsa-mir-942_+_2,4.528257542
hsa-mir-335-3p,227.6444565
hsa-mir-449c-5p_+_2,3.967447844
hsa-mir-449c-5p_+_1,1637.805479
hsa-mir-5701-1_+_4,0
hsa-mir-5701-1_+_5,1.487792942
hsa-mir-5701-1_+_2,7.620892982
hsa-mir-361-3p_+_1,359.4273577
hsa-mir-361-3p_+_2,55.20803282
hsa-mir-664-3p_+_4,0
hsa-mir-29a-3p,25739.18858
hsa-mir-15b-5p_-_1,0
hsa-mir-4508_-_1,3.138877637
hsa-mir-4508_-_2,7.383835345
hsa-mir-301a-5p,0
hsa-mir-217_+_1,0
hsa-mir-18a-3p_-_1,1.91161109
hsa-mir-516b-2-5p_+_1,0
hsa-mir-212-3p_-_1,0
hsa-mir-24-2-5p_-_1,573.1994551
hsa-mir-3144-3p,1.611775687
hsa-mir-181d_-_1,0
hsa-mir-4742-3p,0
hsa-mir-497-5p_+_1,273.2422378
hsa-mir-15b-5p_+_1,17.89185264
hsa-mir-23a-3p_-_1,80.84250695
hsa-mir-190a_+_1,0
hsa-mir-16-2-3p_-_1,371.9722505
hsa-mir-30a-5p,45142.1578
hsa-mir-187-3p_+_1,0
hsa-mir-4485_-_1,13.21871223
hsa-mir-4485_-_2,20.35851092
hsa-mir-4485_-_3,36.49398629
hsa-mir-4485_-_4,0
hsa-let-7g-5p,157634.0218
hsa-mir-2355-5p,0
hsa-mir-1234,1.91161109
hsa-mir-1237,6.170628069
hsa-mir-185-5p_-_1,2.46060871
hsa-mir-500a-5p,17.84984352
hsa-mir-10a-5p_+_3,48.29342199
hsa-mir-10a-5p_+_1,10737.02516
hsa-mir-10a-5p_+_6,0
hsa-mir-10a-5p_+_4,0
hsa-mir-644b-3p_-_3,0
hsa-mir-324-5p,2022.486313
hsa-mir-328_-_1,8.640777623
hsa-mir-24-2-3p_+_1,695.6106807
hsa-mir-24-2-3p_+_3,14.42795189
hsa-mir-24-2-3p_+_2,189.8859334
hsa-mir-24-2-3p_+_5,0
hsa-mir-3144-3p_-_1,0
hsa-mir-210_+_1,31.63008423
hsa-mir-210_+_3,1.983723922
hsa-mir-874,411.2179929
hsa-mir-2114-3p,1.735758432
hsa-mir-299-3p,124.1873323
hsa-mir-7-1-3p,58.95639151
hsa-mir-590-3p_-_1,73.78605363
hsa-mir-181a-1-5p_-_1,75.65591329
hsa-mir-873-5p_-_1,0
hsa-mir-4772-5p,0
hsa-mir-151b_+_1,1.501980142
hsa-mir-488-3p,0
hsa-mir-139-3p,3.82322218
hsa-mir-1180_+_1,4.642484076
hsa-mir-937,1.487792942
hsa-mir-320c-2,359.2432528
hsa-mir-100-5p_+_2,0
hsa-mir-100-5p_+_5,22.50931501
hsa-mir-218-1-3p_-_5,34.19623158
hsa-let-7d-3p,870.4691538
hsa-mir-539-3p_+_3,0
hsa-mir-1468_+_1,0
hsa-mir-200b-5p_+_1,0
hsa-mir-129-1-3p,55.78192175
hsa-mir-181a-1-3p,535.8841299
hsa-mir-1270-1,16.51302005
hsa-mir-202-5p,0
hsa-mir-221-3p_-_1,74.96116855
hsa-mir-3613-5p,42.43449787
hsa-mir-3152-5p,0
hsa-mir-541-5p,0
hsa-mir-98_-_1,51.52537793
hsa-mir-34c-3p,3.498264969
hsa-mir-105-2-5p_+_2,0
hsa-mir-105-2-5p_+_3,0
hsa-mir-187-3p,3.814955911
hsa-mir-320c-1_+_1,20.41551168
hsa-mir-542-5p,132.8165695
hsa-let-7d-5p_+_5,12.5230572
hsa-let-7d-5p_+_3,13.70758986
hsa-mir-3200-3p,25.77019079
hsa-mir-222-3p,7021.752327
hsa-mir-150-3p_-_1,1.775067441
